"Date","Company","SharePrice","volume","change","changePercent","vwap","changeOverTime","numberofShares","ShareTotal","CashinBank","Total"
"2019/02/02","Apple","166.52"
"2019/02/02","Intel","48.73"
"2019/02/02","Coca Cola","48.7"
"2019/02/02","Facebook","165.71"
"2019/02/02","GBP","1.31"
